SegIndex,t in s,t_seg in s,τ in Pa,G' in Pa,"G"" in Pa",|η*| in mPas,ɣ in %,f in Hz,T in °C
1|1,26.40600014,15.99600029,499.9592896,6461.867188,568.3325806,1032408.203,7.722611725,1,36.99987183
1|2,42.39699936,31.98699951,645.8027344,6281.932617,652.7327271,1005183.289,10.24604738,1,37.00112305
1|3,58.38700104,47.97700119,834.1859741,6035.955078,754.2316895,968122.8638,13.74251992,1,37.00148926
1|4,74.37799835,63.9679985,1077.526733,5692.174316,880.961731,916723.3887,18.74856055,1,36.9991394
1|5,90.36799622,79.95799255,1391.853271,5165.304199,1031.205688,838306.2744,26.48816109,1,37.00026855
1|6,106.3580017,95.94799805,1797.859131,4228.615723,1238.274902,701266.9678,40.92147648,1,37.00090942
1|7,122.348999,111.9389954,2322.318848,8.896770477,129.7901611,20705.21927,1805.142212,1,37.00155029
1|8,138.3390045,127.9290009,2999.762207,0.03280191496,32.8018837,5220.584393,7881.295013,1,37.00209961
