SegIndex,Fn in N,η in mPas,h in mm,t in s,t_seg in s
5|54,1.019716859,0,1.244503539,36.47700119,0.5500030518
5|55,1.027008533,0,1.244103652,36.48699951,0.5600013733
5|56,1.041833878,0,1.24380365,36.49700165,0.5700035095
5|57,1.04933393,0,1.243703649,36.50699997,0.5800018311
5|58,1.056882024,0,1.243253588,36.51699829,0.5900001526
5|59,1.064425826,0,1.242603641,36.52700043,0.6000022888
5|60,1.079387784,0,1.241853577,36.53699875,0.6100006104
5|61,1.086810231,0,1.24095357,36.54700089,0.6200027466
5|62,1.094196558,0,1.240103622,36.55699921,0.6300010681
5|63,1.108940601,0,1.239403617,36.56700134,0.6400032043
5|64,1.116382003,0,1.238953671,36.57699966,0.6500015259
5|65,1.123838305,0,1.238703611,36.5870018,0.6600036621
5|66,1.138690472,0,1.238603611,36.59700012,0.6700019836
5|67,1.146029472,0,1.238103607,36.60699844,0.6800003052
5|68,1.153296709,0,1.237553661,36.61700058,0.6900024414
5|69,1.160492301,0,1.236803597,36.6269989,0.7000007629
5|70,1.174728513,0,1.236003591,36.63700104,0.7100028992
5|71,1.181819439,0,1.235253643,36.64699936,0.7200012207
5|72,1.188932896,0,1.23460358,36.6570015,0.7300033569
5|73,1.203437567,0,1.234153751,36.66699982,0.7400016785
5|74,1.21084094,0,1.23395375,36.67699814,0.75
5|75,1.218273759,0,1.233803574,36.68700027,0.7600021362
5|76,1.233109951,0,1.23330357,36.6969986,0.7700004578
5|77,1.240441918,0,1.232703566,36.70700073,0.780002594
5|78,1.24768734,0,1.231953618,36.71699905,0.7900009155
5|79,1.2548666,0,1.231203671,36.72700119,0.8000030518
5|80,1.269224882,0,1.230353606,36.73699951,0.8100013733
5|81,1.276447773,0,1.229703659,36.74700165,0.8200035095
5|82,1.283728123,0,1.229203655,36.75699997,0.8300018311
5|83,1.298487782,0,1.229003654,36.76699829,0.8400001526
5|84,1.305929542,0,1.228803652,36.77700043,0.8500022888
5|85,1.313391566,0,1.22825359,36.78699875,0.8600006104
5|86,1.32821095,0,1.227553585,36.79700089,0.8700027466
5|87,1.335536718,0,1.226753579,36.80699921,0.8800010681
5|88,1.342829943,0,1.225953689,36.81700134,0.8900032043
5|89,1.350127101,0,1.225303742,36.82699966,0.9000015259
5|90,1.364974737,0,1.224703738,36.84199905,0.9150009155
5|91,1.380138278,0,1.224503736,36.85200119,0.9250030518
5|92,1.387751102,0,1.224353793,36.86199951,0.9350013733
5|93,1.395319104,0,1.224253792,36.87200165,0.9450035095
5|94,1.40998137,0,1.224153908,36.88199997,0.9550018311
5|95,1.416971803,0,1.224103849,36.89199829,0.9650001526
5|96,1.423746586,0,1.224053907,36.90200043,0.9750022888
5|97,1.436429858,0,1.224003849,36.91199875,0.9850006104
5|98,1.442322135,0,1.223953906,36.92200089,0.9950027466
6|1,1.48824203,0,1.223454135,37.27700043,0.01499938965
6|2,1.487438083,0,1.223654137,37.28699875,0.02499771118
6|3,1.485761523,0,1.224004081,37.29700089,0.03499984741
6|4,1.484834671,0,1.224504085,37.30699921,0.04499816895
6|5,1.483829618,0,1.225154032,37.31700134,0.05500030518
6|6,1.481350422,0,1.225954038,37.32699966,0.06499862671
6|7,1.479671359,0,1.226704102,37.3370018,0.07500076294
6|8,1.477599025,0,1.227254048,37.34700012,0.08499908447
6|9,1.472182393,0,1.227554167,37.35699844,0.09499740601
6|10,1.468812346,0,1.227654167,37.36700058,0.1049995422
6|11,1.465056062,0,1.22795417,37.3769989,0.1149978638
6|12,1.46092701,0,1.228454174,37.38700104,0.125
6|13,1.451732516,0,1.229054178,37.39699936,0.1349983215
6|14,1.446684957,0,1.229754183,37.4070015,0.1450004578
6|15,1.441367865,0,1.23055419,37.41699982,0.1549987793
6|16,1.429874778,0,1.231354196,37.42699814,0.1649971008
6|17,1.423664093,0,1.2319542,37.43700027,0.1749992371
6|18,1.41715467,0,1.232354203,37.4469986,0.1849975586
6|19,1.403302312,0,1.232604147,37.45700073,0.1949996948
6|20,1.396011472,0,1.232654206,37.46699905,0.2049980164
6|21,1.388539433,0,1.23300415,37.47700119,0.2150001526
6|22,1.380920529,0,1.233504154,37.48699951,0.2249984741
6|23,1.365517616,0,1.234104042,37.49700165,0.2350006104
6|24,1.357762814,0,1.234804047,37.50699997,0.2449989319
6|25,1.349934697,0,1.235604053,37.51699829,0.2549972534
6|26,1.334064722,0,1.236304059,37.52700043,0.2649993896
6|27,1.325993299,0,1.236804179,37.53699875,0.2749977112
6|28,1.317815542,0,1.237204182,37.54700089,0.2849998474
6|29,1.301299453,0,1.237404067,37.55699921,0.2949981689
6|30,1.292984605,0,1.237504068,37.56700134,0.3050003052
6|31,1.284652114,0,1.237854129,37.57699966,0.3149986267
6|32,1.268107414,0,1.238404075,37.5870018,0.3250007629
6|33,1.259914875,0,1.239004079,37.59700012,0.3349990845
6|34,1.251793146,0,1.23975426,37.60699844,0.344997406
6|35,1.243708253,0,1.240554149,37.61700058,0.3549995422
6|36,1.227625012,0,1.241354155,37.6269989,0.3649978638
6|37,1.219588518,0,1.241904218,37.63700104,0.375
6|38,1.211551666,0,1.242254162,37.64699936,0.3849983215
6|39,1.195419312,0,1.242404222,37.6570015,0.3950004578
6|40,1.179249287,0,1.242804225,37.67200089,0.4099998474
6|41,1.171264172,0,1.243304228,37.68199921,0.4199981689
6|42,1.163348913,0,1.243904233,37.69200134,0.4300003052
6|43,1.15554738,0,1.24455418,37.70199966,0.4399986267
6|44,1.140093327,0,1.245504245,37.7120018,0.4500007629
6|45,1.132388115,0,1.246254193,37.72200012,0.4599990845
6|46,1.124647141,0,1.246904256,37.73199844,0.469997406
6|47,1.109018207,0,1.247354201,37.74200058,0.4799995422
6|48,1.101147771,0,1.247604261,37.7519989,0.4899978638
6|49,1.09324193,0,1.247704262,37.76200104,0.5
6|50,1.077483296,0,1.248104149,37.77199936,0.5099983215
6|51,1.069709063,0,1.248654211,37.7820015,0.5200004578
6|52,1.062030196,0,1.249304158,37.79199982,0.5299987793
6|53,1.04706037,0,1.249904162,37.80199814,0.5399971008
6|54,1.039735556,0,1.250804169,37.81200027,0.5499992371
6|55,1.032483101,0,1.251554233,37.8219986,0.5599975586
6|56,1.025276065,0,1.252104179,37.83200073,0.5699996948
6|57,1.010863781,0,1.252404065,37.84199905,0.5799980164
6|58,1.003617048,0,1.252604066,37.85200119,0.5900001526
6|59,0.9964037538,0,1.252804068,37.86199951,0.5999984741
6|60,0.9820365906,0,1.253204071,37.87200165,0.6100006104
6|61,0.9749566913,0,1.253754133,37.88199997,0.6199989319
6|62,0.9679744244,0,1.254304079,37.89199829,0.6299972534
6|63,0.9543048739,0,1.255054143,37.90200043,0.6399993896
6|64,0.9475687742,0,1.255854033,37.91199875,0.6499977112
6|65,0.9408906698,0,1.256504096,37.92200089,0.6599998474
6|66,0.9342517257,0,1.256954041,37.93199921,0.6699981689
6|67,0.9210410118,0,1.257254044,37.94200134,0.6800003052
6|68,0.9144592881,0,1.257354044,37.95199966,0.6899986267
6|69,0.9079177976,0,1.257604104,37.9620018,0.7000007629
6|70,0.8951335549,0,1.25805405,37.97200012,0.7099990845
6|71,0.8888967037,0,1.258654054,37.98199844,0.719997406
6|72,0.8827457428,0,1.259304117,37.99200058,0.7299995422
6|73,0.870718658,0,1.259954064,38.0019989,0.7399978638
6|74,0.8648180962,0,1.260854071,38.01200104,0.75
6|75,0.8589497209,0,1.261554076,38.02199936,0.7599983215
6|76,0.8530799747,0,1.26205408,38.0320015,0.7700004578
6|77,0.8413384557,0,1.26230414,38.04199982,0.7799987793
6|78,0.8354635835,0,1.262354082,38.05199814,0.7899971008
6|79,0.8296093345,0,1.262704143,38.06200027,0.7999992371
6|80,0.8180823922,0,1.263254089,38.0719986,0.8099975586
6|81,0.8124147058,0,1.263854094,38.08200073,0.8199996948
6|82,0.8067897558,0,1.264604041,38.09199905,0.8299980164
6|83,0.7956442237,0,1.265454106,38.10200119,0.8400001526
6|84,0.7901129723,0,1.266254112,38.11199951,0.8499984741
6|85,0.7845757008,0,1.266904059,38.12200165,0.8600006104
6|86,0.779040575,0,1.267354121,38.13199997,0.8699989319
6|87,0.7679613829,0,1.267554122,38.14199829,0.8799972534
6|88,0.7624269724,0,1.267654123,38.15200043,0.8899993896
6|89,0.7568906546,0,1.268054126,38.16199875,0.8999977112
6|90,0.7460214496,0,1.268704073,38.17699814,0.9149971008
6|91,0.7354515195,0,1.269154134,38.18700027,0.9249992371
6|92,0.7302993536,0,1.269454136,38.1969986,0.9349975586
6|93,0.7252190113,0,1.26970408,38.20700073,0.9449996948
6|94,0.7153651714,0,1.269904082,38.21699905,0.9549980164
6|95,0.7106289864,0,1.270004082,38.22700119,0.9650001526
6|96,0.7060238719,0,1.270204084,38.23699951,0.9749984741
6|97,0.7015485764,0,1.270304085,38.24700165,0.9850006104
6|98,0.6930404902,0,1.270404086,38.25699997,0.9949989319
